Species.Pop	latitdue	longitude
Anopheles_gambiae	13.2035	-13.9832
Anopheles_gambiae	12.52	-12.3376
Anopheles_gambiae	7.967	-11.735
Anopheles_gambiae	9.2089	-10.0695
Anopheles_gambiae	7.0993	-9.0778
Anopheles_gambiae	6.934	-8.251
Anopheles_gambiae	12.801	-7.984
Anopheles_gambiae	14.0049	-6.5447
Anopheles_gambiae	10.616	-5.116
Anopheles_gambiae	10.6217	-4.2209
Anopheles_gambiae	10.3245	-3.1737
Anopheles_gambiae	12.886	-2.1461
Anopheles_gambiae	8.3602	-1.5671
Anopheles_gambiae	5.599	-0.1799
Anopheles_gambiae	11.7951	1.7419
Anopheles_gambiae	6.5333	2.6667
Anopheles_gambiae	6.5338	3.3834
Anopheles_gambiae	12.134	4.033
Anopheles_gambiae	7.21	5.38
Anopheles_gambiae	14.0188	6.2618
Anopheles_gambiae	10.4998	7.388
Anopheles_gambiae	12.318	8.882
Anopheles_gambiae	5.301	9.9
Anopheles_gambiae	5.4142	10.0806
Anopheles_gambiae	6.5119	11.553
Anopheles_gambiae	6.5908	12.2076
Anopheles_gambiae	6.8058	13.1737
Anopheles_gambiae	10.3416	14.2364
Anopheles_gambiae	10.8667	15
Anopheles_gambiae	8.5179	16.7761
Anopheles_gambiae	7.7	28
Anopheles_gambiae	13.5673	33.5648
Anopheles_gambiae	7.217	48.85
Anopheles_gambiae	14.69	-17.45
Anopheles_gambiae	13.5	-15.5
Anopheles_gambiae	13.35	-13.33333
Anopheles_gambiae	7.96667	-11.7
Anopheles_gambiae	7.15	-9.08333
Anopheles_gambiae	13.85	-7.1
Anopheles_gambiae	13.11667	-5.3
Anopheles_gambiae	11.13333	-3.51667
Anopheles_gambiae	13.06667	-1.15
Anopheles_gambiae	7.0811	1.9772
Anopheles_gambiae	11.859618	3.052227
Anopheles_gambiae	6.31667	5.68333
Anopheles_gambiae	11.8	7.65
Anopheles_gambiae	10.25	9.58333
Anopheles_gambiae	14.9211	13.4349
Anopheles_gambiae	5.51578	37.4389
Anopheles_stephensi	13.97	35.3
Anopheles_stephensi	14.04	35.38
Anopheles_stephensi	8.9891	40.1647
Anopheles_stephensi	10.166	40.6468
Anopheles_stephensi	11.7948	41.0084
Anopheles_stephensi	9.5562	41.384
Anopheles_stephensi	9.3517	42.7939
Anopheles_stephensi	11.622	43.151
Anopheles_stephensi	11.479	43.233
Anopheles_stephensi	6.7389	44.2771
Anopheles_stephensi	6.735	44.277
Anopheles_stephensi	10.84	72.1841
Anopheles_stephensi	10.569	72.64
Anopheles_stephensi	12.8588	74.8333
Anopheles_stephensi	12.8919	74.8462
Anopheles_stephensi	11.0391	76.876
Anopheles_stephensi	8.4874	76.9526
Anopheles_stephensi	12.9415	77.51
Anopheles_stephensi	8.9052	77.0581
Anopheles_stephensi	11.7252	78.0992
Anopheles_stephensi	9.9261	78.1231
Anopheles_stephensi	12.0159	79.8585
Anopheles_stephensi	12.9397	79.2397
Anopheles_stephensi	12.9952	80.2527
Anopheles_stephensi	13.0025	80.2561
Anopheles_stephensi	14.617	97.983
Anopheles_stephensi	14.633	97.932
Anopheles_stephensi	14.667	98.066
Anopheles_stephensi	14.668	98.15
Anopheles_stephensi	14.243	100.5263
Anopheles_stephensi	11.48	43.23
Anopheles_stephensi	11.4772	43.2311
Anopheles_stephensi	6.73	44.27
Anopheles_stephensi	6.73333	44.2667
Anopheles_stephensi	11.4	76.690002
Anopheles_stephensi	11.02	76.95
Anopheles_stephensi	11.18	76.349998
Anopheles_stephensi	11.34	77.71
Anopheles_stephensi	9.42	77.17
Anopheles_stephensi	10.22	77.57
Anopheles_stephensi	12.3	78.13
Anopheles_stephensi	11.66	78.14
Anopheles_stephensi	9.91	78.24
Anopheles_stephensi	9.07	79.84
Anopheles_stephensi	9.08	79.839996
Anopheles_stephensi	9.07	79.839996
Anopheles_stephensi	12.8881	80.017
Anopheles_stephensi	18.42	37.72
Anopheles_stephensi	21.45	39.7167
Anopheles_stephensi	21.2667	40.4
Anopheles_stephensi	18.2167	42.5
Anopheles_stephensi	24.5166	44.4167
Anopheles_stephensi	20.482	45.7174
Anopheles_stephensi	24.5833	46.7
Anopheles_stephensi	24.9506	66.9902
Anopheles_stephensi	24.98	67.0647
Anopheles_stephensi	23.2502	69.8166
Anopheles_stephensi	22.45	70.1167
Anopheles_stephensi	22.6124	72.9182
Anopheles_stephensi	15.509	73.805
Anopheles_stephensi	21.0483	76.5342
Anopheles_stephensi	23.524	77.805
Anopheles_stephensi	17.3878	78.4886
Anopheles_stephensi	23.168	79.946
Anopheles_stephensi	22.936	80.141
Anopheles_stephensi	21.25	81.63
Anopheles_stephensi	23.35	85.33
Anopheles_stephensi	23.2333	87.8667
Anopheles_stephensi	22.518	88.344
Anopheles_stephensi	20.817	92.367
Anopheles_stephensi	20.3667	93.2667
Anopheles_stephensi	24.214	94.312
Anopheles_stephensi	20.879	95.815
Anopheles_stephensi	22.103	96.159
Anopheles_stephensi	24.7723	97.5696
Anopheles_stephensi	16.6763	98.6814
Anopheles_stephensi	21.29	99.609
Anopheles_stephensi	24.175	55.74
Anopheles_stephensi	24.18	55.740002
Anopheles_stephensi	22.678	72.873
Anopheles_stephensi	17.3752	78.4378
Anopheles_stephensi	17.379999	78.440002
Anopheles_stephensi	19.315	84.7941
Anopheles_stephensi	19.3017	84.883
Anopheles_stephensi	19.299999	84.879997
Anopheles_stephensi	28.3833	36.5667
Anopheles_stephensi	26.3167	43.9833
Anopheles_stephensi	33.144	44.091
Anopheles_stephensi	34.752	48.5074
Anopheles_stephensi	30.7982	49.2836
Anopheles_stephensi	26.3833	50.1667
Anopheles_stephensi	30.4755	51.3481
Anopheles_stephensi	25.8756	55.0342
Anopheles_stephensi	27.751	56.333
Anopheles_stephensi	26.35	57.9
Anopheles_stephensi	26.25	58.3833
Anopheles_stephensi	27.3632	59.8859
Anopheles_stephensi	27.207	60.689
Anopheles_stephensi	28.226	61.207
Anopheles_stephensi	25.1133	67.2605
Anopheles_stephensi	32.318	69.592
Anopheles_stephensi	28.8714	70.1806
Anopheles_stephensi	34.101	71.532
Anopheles_stephensi	30.98	72.877
Anopheles_stephensi	33.9	73.3999
Anopheles_stephensi	30.918	74.616
Anopheles_stephensi	26.914	75.804
Anopheles_stephensi	27.5516	76.6326
Anopheles_stephensi	28.561	77.183
Anopheles_stephensi	29.9462	78.1042
Anopheles_stephensi	29.0681	79.328
Anopheles_stephensi	25.447	81.848
Anopheles_stephensi	25.319	97.281
Anopheles_stephensi	32.77	-79.98
Anopheles_stephensi	25.469999	51.369999
Anopheles_stephensi	34.008	71.488
Anopheles_stephensi	30.200001	71.43
Anopheles_stephensi	34.139999	71.699997
Anopheles_stephensi	31.139999	72.669998
Anopheles_stephensi	31.081	72.969
Anopheles_stephensi	30.98	72.879997
Anopheles_stephensi	30.66	73.019997
Anopheles_stephensi	30.661	73.018
Anopheles_stephensi	31.690001	73.919998
Anopheles_stephensi	31.48	74.269997
Anopheles_stephensi	31.493	74.254
Anopheles_stephensi	31.491	74.266
Culex_quinquefasciatus	-13.75548	-177.08021
Culex_quinquefasciatus	-13.83333	-171.73331
Culex_quinquefasciatus	-7.2291	-79.43538
Culex_quinquefasciatus	-9.91333	-63.040798
Culex_quinquefasciatus	-14.21	35.389999
Culex_quinquefasciatus	-6.219655	106.872395
Culex_quinquefasciatus	-7.633552	108.509501
Culex_quinquefasciatus	-7.559209	110.818812
Culex_quinquefasciatus	-7.961667	112.631944
Culex_quinquefasciatus	-8.250004	115.344994
Culex_quinquefasciatus	-8.731956	120.622579
Culex_quinquefasciatus	-10.173333	123.606667
Culex_quinquefasciatus	-8.080226	127.189559
Culex_quinquefasciatus	-13.23333	131.10001
Culex_quinquefasciatus	-5.758611	134.216389
Culex_quinquefasciatus	-6.080007	140.276147
Culex_quinquefasciatus	-6.26667	142.86667
Culex_quinquefasciatus	-5.91667	144.66667
Culex_quinquefasciatus	-9.45	147.18
Culex_quinquefasciatus	-8.297315	158.492588
Culex_quinquefasciatus	-18.86667	-159.75
Culex_quinquefasciatus	-17.490318	-149.826402
Culex_quinquefasciatus	-22.39931	-63.5007
Culex_quinquefasciatus	-16.070601	-57.678902
Culex_quinquefasciatus	-16.002417	-48.055049
Culex_quinquefasciatus	-15.799416	-47.809338
Culex_quinquefasciatus	-22.8039	-43.3722
Culex_quinquefasciatus	-16.26713	-40.56705
Culex_quinquefasciatus	-20.74312	40.83955
Culex_quinquefasciatus	-16.033333	47
Culex_quinquefasciatus	-21.13317	55.53241
Culex_quinquefasciatus	-24.89167	113.65861
Culex_quinquefasciatus	-21.583333	117.066667
Culex_quinquefasciatus	-17.31667	123.63333
Culex_quinquefasciatus	-18.22861	127.66639
Culex_quinquefasciatus	-15.78333	128.73334
Culex_quinquefasciatus	-23.7	133.86667
Culex_quinquefasciatus	-16.483333	139.566667
Culex_quinquefasciatus	-20.66667	141.75
Culex_quinquefasciatus	-24.26667	144.43333
Culex_quinquefasciatus	-23.55	145.28334
Culex_quinquefasciatus	-18.65	146.16667
Culex_quinquefasciatus	-19.56667	147.39999
Culex_quinquefasciatus	-21.2	148.31667
Culex_quinquefasciatus	-23.45	151.91667
Culex_quinquefasciatus	-21.28333	165.6167
Culex_quinquefasciatus	-15.223513	166.903104
Culex_quinquefasciatus	-15.53333	167.1667
Culex_quinquefasciatus	-16.68333	168.25
Culex_quinquefasciatus	-18.13333	178.4167
Culex_quinquefasciatus	-34.21621	-58.90061
Culex_quinquefasciatus	-25.31706	-57.6005
Culex_quinquefasciatus	-26.6029	-54.1125
Culex_quinquefasciatus	-33.933333	18.466667
Culex_quinquefasciatus	-28.733333	24.766667
Culex_quinquefasciatus	-33.3	26.5333
Culex_quinquefasciatus	-25.99	28.030001
Culex_quinquefasciatus	-29.983333	30.966667
Culex_quinquefasciatus	-29.785	31.016667
Culex_quinquefasciatus	-25.969999	32.57
Culex_quinquefasciatus	-34.31667	115.15
Culex_quinquefasciatus	-31.916667	116.016667
Culex_quinquefasciatus	-33.833333	117.15
Culex_quinquefasciatus	-31.095247	136.970231
Culex_quinquefasciatus	-34.736389	138.588333
Culex_quinquefasciatus	-31.96667	141.45
Culex_quinquefasciatus	-34.18	142.15
Culex_quinquefasciatus	-26.08333	143.45
Culex_quinquefasciatus	-27.51667	144.31667
Culex_quinquefasciatus	-28.06667	145.68333
Culex_quinquefasciatus	-34.75	146.55
Culex_quinquefasciatus	-34.01667	147.78334
Culex_quinquefasciatus	-33.116667	148.3
Culex_quinquefasciatus	-31.25	149.26669
Culex_quinquefasciatus	-34.73333	150.48334
Culex_quinquefasciatus	-33.81583	151.16677
Culex_quinquefasciatus	-27.48333	152.9833
Culex_quinquefasciatus	-27.36667	153.03334
Culex_quinquefasciatus	-31.51667	159.0667
Culex_quinquefasciatus	-29	167.9167
Culex_quinquefasciatus	-35.045833	117.973333
Culex_quinquefasciatus	-35.329877	138.448388
Culex_quinquefasciatus	-35.038327	138.910857
Culex_quinquefasciatus	-36.833333	140.516667
Culex_quinquefasciatus	-35.05	142.883333
Culex_quinquefasciatus	-36.890709	142.375426
Culex_quinquefasciatus	-36.583333	143.866667
Culex_quinquefasciatus	-35.716667	143.1
Culex_quinquefasciatus	-37.803236	144.96077
Culex_quinquefasciatus	-37.833333	144.883333
Culex_quinquefasciatus	-38.056742	145.145874
Culex_quinquefasciatus	-35.68333	145.25
Culex_quinquefasciatus	-36.08333	146.9333
Culex_quinquefasciatus	-35.983333	146.016667
Culex_quinquefasciatus	-36.45	148.26666
Culex_quinquefasciatus	-36.7294	148.4305
Culex_quinquefasciatus	-36.2388	149.1207
Culex_quinquefasciatus	-35.3	149.133333
Culex_quinquefasciatus	-35.6412	150.1269
Culex_quinquefasciatus	-35.6898	150.1874
Culex_quinquefasciatus	-43.505528	172.481602
Culex_quinquefasciatus	-43.418512	172.602722
Culex_quinquefasciatus	-35.931907	173.854963
Culex_quinquefasciatus	-36.799545	174.7098
Culex_quinquefasciatus	-36.720129	174.750608
Culex_quinquefasciatus	-36.311272	175.531841
Culex_quinquefasciatus	-40.35788	175.627195
Culex_quinquefasciatus	-37.652653	176.200458
Culex_quinquefasciatus	-37.717916	176.327761
Culex_quinquefasciatus	-0.72	-90.33
Culex_quinquefasciatus	-1.93666	-79.96886
Culex_quinquefasciatus	3.68302	-77.06704
Culex_quinquefasciatus	3.799575	-74.887772
Culex_quinquefasciatus	3.82463	-54.19256
Culex_quinquefasciatus	4.93011	-52.33458
Culex_quinquefasciatus	-4.22179	35.74815
Culex_quinquefasciatus	2.09021	96.649801
Culex_quinquefasciatus	3.099831	98.271684
Culex_quinquefasciatus	-0.465556	100.405278
Culex_quinquefasciatus	1.489214	102.080101
Culex_quinquefasciatus	1.29	110.279999
Culex_quinquefasciatus	4.641103	115.109811
Culex_quinquefasciatus	3.353019	117.595348
Culex_quinquefasciatus	-2.346389	119.220278
Culex_quinquefasciatus	-2.67458	121.149894
Culex_quinquefasciatus	1.481667	124.841667
Culex_quinquefasciatus	0.793056	127.386944
Culex_quinquefasciatus	-2.85697	129.404032
Culex_quinquefasciatus	-2.522131	133.435516
Culex_quinquefasciatus	-1.086515	135.761746
Culex_quinquefasciatus	-1.933333	139.016667
Culex_quinquefasciatus	-3.58333	143.6667
Culex_quinquefasciatus	-4.2	152.2
Culex_quinquefasciatus	-4.75	155.33333
Culex_quinquefasciatus	21.476684	-157.838378
Culex_quinquefasciatus	20.039194	-155.597909
Culex_quinquefasciatus	24.142222	-110.310833
Culex_quinquefasciatus	24.763	-107.683055
Culex_quinquefasciatus	19.994444	-105.302222
Culex_quinquefasciatus	19.690278	-103.340278
Culex_quinquefasciatus	21.218056	-101.268889
Culex_quinquefasciatus	23.478611	-99.307222
Culex_quinquefasciatus	16.328889	-97.917778
Culex_quinquefasciatus	16.501944	-95.059167
Culex_quinquefasciatus	18.395556	-93.212222
Culex_quinquefasciatus	17.470833	-91.426389
Culex_quinquefasciatus	16.25085	-89.08331
Culex_quinquefasciatus	18.269444	-87.836111
Culex_quinquefasciatus	19.37796	-81.40359
Culex_quinquefasciatus	20.440119	-76.658188
Culex_quinquefasciatus	19.5487	-71.71182
Culex_quinquefasciatus	19.20545	-69.34391
Culex_quinquefasciatus	18.16145	-66.997106
Culex_quinquefasciatus	18.31618	-64.88233
Culex_quinquefasciatus	17.902268	-62.834836
Culex_quinquefasciatus	24.18	55.740002
Culex_quinquefasciatus	19.6	76.209999
Culex_quinquefasciatus	19.309999	84.809998
Culex_quinquefasciatus	19.639999	96.199997
Culex_quinquefasciatus	18.90279	99.89881
Culex_quinquefasciatus	19.31	109.37
Culex_quinquefasciatus	23.036203	113.294892
Culex_quinquefasciatus	23.320277	116.443051
Culex_quinquefasciatus	34.033347	-118.314842
Culex_quinquefasciatus	32.670951	-116.991909
Culex_quinquefasciatus	33.605594	-112.314604
Culex_quinquefasciatus	31.887663	-110.868606
Culex_quinquefasciatus	26.409917	-108.612917
Culex_quinquefasciatus	32.312316	-106.778337
Culex_quinquefasciatus	31.458629	-104.843192
Culex_quinquefasciatus	26.985556	-102.054167
Culex_quinquefasciatus	25.708111	-100.352583
Culex_quinquefasciatus	29.379352	-98.538222
Culex_quinquefasciatus	32.412723	-96.820928
Culex_quinquefasciatus	31.623756	-94.646852
Culex_quinquefasciatus	30.352032	-90.041908
Culex_quinquefasciatus	31.82551	-88.189346
Culex_quinquefasciatus	32.366667	-86.3
Culex_quinquefasciatus	31.198457	-84.494913
Culex_quinquefasciatus	27.498928	-82.574819
Culex_quinquefasciatus	32.33944	-80.688466
Culex_quinquefasciatus	33.68906	-78.886694
Culex_quinquefasciatus	30.5	47.816
Culex_quinquefasciatus	25.4	56.27
Culex_quinquefasciatus	30.65	72.949997
Culex_quinquefasciatus	32.540001	74.040001
Culex_quinquefasciatus	25.070711	121.454337
Culex_quinquefasciatus	32.75	129.883
Culex_quinquefasciatus	37.271072	-121.852975
Culex_quinquefasciatus	37.170963	-120.749386
Culex_quinquefasciatus	36.885743	-119.759778
Culex_quinquefasciatus	36.107231	-115.140986
Culex_quinquefasciatus	35.702542	-106.03488
Culex_quinquefasciatus	35.413237	-99.064195
Culex_quinquefasciatus	39.215447	-96.593696
Culex_quinquefasciatus	36.076711	-95.912392
Culex_quinquefasciatus	35.242696	-94.163561
Culex_quinquefasciatus	35.822796	-90.712376
Culex_quinquefasciatus	38.803889	-89.958333
Culex_quinquefasciatus	44.335287	-85.215046
Culex_quinquefasciatus	35.937899	-84.337343
Culex_quinquefasciatus	35.669	-83.662
Culex_quinquefasciatus	38.437028	-82.134055
Culex_quinquefasciatus	43.84	-80.540001
Culex_quinquefasciatus	38.834846	-77.10185
Culex_quinquefasciatus	37.308802	-76.680896
Culex_quinquefasciatus	42.305373	-71.279167
Culex_quinquefasciatus	42.98	-70.61
Culex_quinquefasciatus	37.400002	27.450001
Culex_quinquefasciatus	36.700001	34.369999
Culex_quinquefasciatus	36.880001	35.860001
Culex_quinquefasciatus	46.347723	-86.929038
Culex_quinquefasciatus	45.820831	0.389444
Culex_quinquefasciatus	14.30017	-91.906
Culex_quinquefasciatus	13.733907	-89.21386
Culex_quinquefasciatus	12.05092	-86.70593
Culex_quinquefasciatus	10.00925	-84.26846
Culex_quinquefasciatus	9.62519	-82.83294
Culex_quinquefasciatus	9.357222	-79.898611
Culex_quinquefasciatus	8.97896	-75.83903
Culex_quinquefasciatus	7.11636	-73.25037
Culex_quinquefasciatus	10.4045	-67.29373
Culex_quinquefasciatus	12.08872	-61.71763
Culex_quinquefasciatus	6.79681	-58.1682
Culex_quinquefasciatus	5.83018	-55.16801
Culex_quinquefasciatus	5.479486	-53.203939
Culex_quinquefasciatus	7.199	2.1433
Culex_quinquefasciatus	12.66	77.989998
Culex_quinquefasciatus	12.92	79.129997
Culex_quinquefasciatus	5.549444	95.323611
Culex_quinquefasciatus	5.1875	97.140556
Culex_quinquefasciatus	13.739892	100.53101
Culex_quinquefasciatus	10.776577	106.70085
Culex_quinquefasciatus	5.35	115.2167
Culex_quinquefasciatus	9.514444	138.129167
Culex_quinquefasciatus	6.899636	158.200674
Culex_pipiens	-11.6333	169.8333
Culex_pipiens	-24.42	27.6
Culex_pipiens	-23.940001	28.860001
Culex_pipiens	-17.49	-149.830002
Culex_pipiens	-19.2828	146.801
Culex_pipiens	-17.610001	-149.309998
Culex_pipiens	-16.84	-151.360001
Culex_pipiens	-17.51	-149.820007
Culex_pipiens	-29.053	26.214
Culex_pipiens	-25.84	28.43
Culex_pipiens	-25.16	32
Culex_pipiens	-31.98306	115.85361
Culex_pipiens	-34.791459	138.780263
Culex_pipiens	-27.51667	144.31667
Culex_pipiens	-33.8331	148.6765
Culex_pipiens	-32.76667	151.75
Culex_pipiens	-35.064588	138.862403
Culex_pipiens	-35.73	143.940002
Culex_pipiens	-36.9615	144.491
Culex_pipiens	-35.389999	149.380005
Culex_pipiens	-36.0826	150.1309
Culex_pipiens	-0.45	34.060001
Culex_pipiens	-0.61	34.099998
Culex_pipiens	-0.42	34.200001
Culex_pipiens	-3.37778	35.8659
Culex_pipiens	-3.36825	35.8544
Culex_pipiens	-3.77035	35.9689
Culex_pipiens	-3.78895	36.0454
Culex_pipiens	-3.98352	36.0759
Culex_pipiens	-4.14	39.32
Culex_pipiens	-4.17	39.450001
Culex_pipiens	21.476684	-157.838378
Culex_pipiens	20.039194	-155.597909
Culex_pipiens	24.142222	-110.310833
Culex_pipiens	24.763	-107.683055
Culex_pipiens	19.994444	-105.302222
Culex_pipiens	19.690278	-103.340278
Culex_pipiens	21.218056	-101.268889
Culex_pipiens	23.478611	-99.307222
Culex_pipiens	16.328889	-97.917778
Culex_pipiens	16.501944	-95.059167
Culex_pipiens	18.395556	-93.212222
Culex_pipiens	17.470833	-91.426389
Culex_pipiens	16.25085	-89.08331
Culex_pipiens	18.269444	-87.836111
Culex_pipiens	19.37796	-81.40359
Culex_pipiens	20.440119	-76.658188
Culex_pipiens	19.5487	-71.71182
Culex_pipiens	19.20545	-69.34391
Culex_pipiens	18.16145	-66.997106
Culex_pipiens	18.31618	-64.88233
Culex_pipiens	17.902268	-62.834836
Culex_pipiens	24.18	55.740002
Culex_pipiens	19.6	76.209999
Culex_pipiens	19.309999	84.809998
Culex_pipiens	19.639999	96.199997
Culex_pipiens	18.90279	99.89881
Culex_pipiens	19.31	109.37
Culex_pipiens	23.036203	113.294892
Culex_pipiens	23.320277	116.443051
Culex_pipiens	32.607928	-106.85916
Culex_pipiens	25.561111	-103.498333
Culex_pipiens	25.658639	-100.175944
Culex_pipiens	25.808139	-100.373472
Culex_pipiens	26.430556	-99.148333
Culex_pipiens	25.785611	-97.157389
Culex_pipiens	25.721361	-97.169139
Culex_pipiens	27.5709	-82.1378
Culex_pipiens	27.628	-82.4968
Culex_pipiens	30.833	-81.55
Culex_pipiens	34.00965	-81.07558
Culex_pipiens	32.77	-79.98
Culex_pipiens	29.17801	25.50366
Culex_pipiens	29.20718	25.54116
Culex_pipiens	31.24166	29.98447
Culex_pipiens	29.31081	30.69435
Culex_pipiens	30.37241	30.3515
Culex_pipiens	30.07849	31.2815
Culex_pipiens	30.23565	31.29436
Culex_pipiens	30.74185	32.258
Culex_pipiens	30.01555	32.56637
Culex_pipiens	34.6489	33.0049
Culex_pipiens	34.655	33.001
Culex_pipiens	31.4322	34.99971
Culex_pipiens	30.81552	34.7997
Culex_pipiens	33.23779	35.71639
Culex_pipiens	33.1614	35.72889
Culex_pipiens	32.099998	74.169998
Culex_pipiens	31.299999	121.57
Culex_pipiens	34.613228	126.738478
Culex_pipiens	34.812517	126.741156
Culex_pipiens	34.815187	127.347406
Culex_pipiens	34.76802	127.057061
Culex_pipiens	38.544903	-121.740511
Culex_pipiens	43.7062	-116.492
Culex_pipiens	40.7059	-111.807
Culex_pipiens	40.847775	-104.725614
Culex_pipiens	39.212967	-96.597395
Culex_pipiens	41.639	-93.6286
Culex_pipiens	41.62	-91.55
Culex_pipiens	43.04	-89.42
Culex_pipiens	39.3939	-87.6973
Culex_pipiens	43.3333	-85.1167
Culex_pipiens	41.617	-83.6532
Culex_pipiens	41.7358	-81.2992
Culex_pipiens	38.895418	-78.151009
Culex_pipiens	38.9642	-76.7554
Culex_pipiens	40.869999	-73.449997
Culex_pipiens	42.231	-71.226
Culex_pipiens	37.75305	-25.66902
Culex_pipiens	37.85952	-4.774403
Culex_pipiens	38.94	-1.11
Culex_pipiens	43.20719	1.04461
Culex_pipiens	39.3568	3.006392
Culex_pipiens	43.340378	5.46202
Culex_pipiens	44.5037	9.409404
Culex_pipiens	43.77581	11.314304
Culex_pipiens	43.087693	16.79735
Culex_pipiens	40.724521	19.560714
Culex_pipiens	40.688	22.8582
Culex_pipiens	35.4867	24.0621
Culex_pipiens	41.169998	27.74
Culex_pipiens	39.872714	32.735889
Culex_pipiens	36.700001	34.349998
Culex_pipiens	41.684002	41.859802
Culex_pipiens	38.9522	76.9736
Culex_pipiens	37.036772	127.941561
Culex_pipiens	48.1949	-114.293
Culex_pipiens	45.8375	-109.971
Culex_pipiens	48.3871	-107.729
Culex_pipiens	46.3807	-105.892
Culex_pipiens	47.110107	-99.045296
Culex_pipiens	45.87021	-82.54186
Culex_pipiens	45.467	-76.217
Culex_pipiens	45.43	-73.94
Culex_pipiens	45.617	-62.633
Culex_pipiens	47.837444	7.697296
Culex_pipiens	48.712101	9.634064
Culex_pipiens	47.86057	11.988058
Culex_pipiens	48.245384	16.270083
Culex_pipiens	47.756702	27.907354
Culex_pipiens	45.150002	29.52
Culex_pipiens	49.241	-123.185
Culex_pipiens	49.167	-121.95
Culex_pipiens	52.017652	-9.482848
Culex_pipiens	53.093119	-7.125288
Culex_pipiens	51.881465	-5.2931
Culex_pipiens	51.467561	-3.225066
Culex_pipiens	53.501952	-1.243903
Culex_pipiens	52.730489	1.573171
Culex_pipiens	51.11228	3.83611
Culex_pipiens	50.285011	5.87358
Culex_pipiens	11.8	76
Culex_pipiens	11.8	76.004
Culex_tarsalis	24.9975	-110.759722
Culex_tarsalis	23.061389	-109.708055
Culex_tarsalis	24.019419	-104.66069
Culex_tarsalis	21.172703	-102.884024
Culex_tarsalis	21.172704	-102.884028
Culex_tarsalis	19.676783	-101.211907
Culex_tarsalis	22.2375	-101.043055
Culex_tarsalis	23.421567	-100.117033
Culex_tarsalis	24.496167	-100.504028
Culex_tarsalis	18.921749	-99.234417
Culex_tarsalis	20.561389	-99.620833
Culex_tarsalis	19.699326	-98.983095
Culex_tarsalis	19.224444	-98.964167
Culex_tarsalis	20.977778	-97.788889
Culex_tarsalis	34.096093	-118.4175
Culex_tarsalis	33.9183	-117.632
Culex_tarsalis	34.899954	-116.710575
Culex_tarsalis	32.783243	-115.528377
Culex_tarsalis	27.281944	-112.895833
Culex_tarsalis	33.42222	-111.82194
Culex_tarsalis	31.800204	-110.833873
Culex_tarsalis	31.517289	-108.874496
Culex_tarsalis	32.571443	-106.800899
Culex_tarsalis	30.62849	-104.08453
Culex_tarsalis	25.4975	-103.562222
Culex_tarsalis	25.749467	-102.981967
Culex_tarsalis	34.968	-101.671
Culex_tarsalis	25.465278	-100.214444
Culex_tarsalis	25.389694	-99.9275
Culex_tarsalis	31.634641	-98.248142
Culex_tarsalis	32.8941	-97.1079
Culex_tarsalis	32.728499	-96.812966
Culex_tarsalis	34.025845	-95.365927
Culex_tarsalis	32.914334	-87.413474
Culex_tarsalis	31.198	-84.495
Culex_tarsalis	34.89	-82.72
Culex_tarsalis	30.348095	-81.539784
Culex_tarsalis	37.866705	-122.259537
Culex_tarsalis	36.507333	-121.183698
Culex_tarsalis	39.327129	-120.150736
Culex_tarsalis	37.101	-119.721
Culex_tarsalis	43.5063	-116.443
Culex_tarsalis	36.10771	-115.05549
Culex_tarsalis	40.7548	-112.039
Culex_tarsalis	40.7763	-111.899
Culex_tarsalis	44.948403	-110.453038
Culex_tarsalis	38.278	-109.35
Culex_tarsalis	35.777347	-106.272368
Culex_tarsalis	40.831098	-104.760543
Culex_tarsalis	40.467	-103.027
Culex_tarsalis	38.699112	-101.36793
Culex_tarsalis	39.362345	-100.23045
Culex_tarsalis	35.4	-99.081
Culex_tarsalis	37.351147	-98.796439
Culex_tarsalis	38.724974	-97.787008
Culex_tarsalis	39.127117	-96.639057
Culex_tarsalis	39.054	-95.197
Culex_tarsalis	37.16598	-94.084261
Culex_tarsalis	42	-93.6
Culex_tarsalis	42.46	-92.31
Culex_tarsalis	42.49	-90.87
Culex_tarsalis	43.08	-89.34
Culex_tarsalis	41.8823	-87.792
Culex_tarsalis	39.8935	-86.1456
Culex_tarsalis	43.55	-85.8
Culex_tarsalis	44.3333	-84.6
Culex_tarsalis	42.3	-83.017
Culex_tarsalis	44.767	-76.3
Culex_tarsalis	45.746174	-122.314267
Culex_tarsalis	45.831558	-121.989655
Culex_tarsalis	46.742784	-116.985764
Culex_tarsalis	47.8449	-115.603
Culex_tarsalis	48.213	-114.267
Culex_tarsalis	45.8506	-113.069
Culex_tarsalis	46.5771	-112.215
Culex_tarsalis	45.829	-111.46
Culex_tarsalis	46.4378	-110.904
Culex_tarsalis	48.5411	-109.754
Culex_tarsalis	47.6713	-108.605
Culex_tarsalis	45.6032	-107.453
Culex_tarsalis	48.2009	-106.649
Culex_tarsalis	45.0963	-105.334
Culex_tarsalis	47.2879	-104.524
Culex_tarsalis	48.16	-103.64
Culex_tarsalis	48.4	-102.94
Culex_tarsalis	47.59	-101.42
Culex_tarsalis	46.82	-100.86
Culex_tarsalis	47.133689	-99.249104
Culex_tarsalis	47.98	-98.99
Culex_tarsalis	47.77	-97.11
Culex_tarsalis	46.29	-96.62
Culex_tarsalis	45.154075	-93.22763
Culex_tarsalis	45.52	-91.25
Culex_tarsalis	45.493954	-89.56901
