Species.Pop,HighestTrait,lat,lon,maxtemp_point,maxtemp_lower,maxtemp_upper,maxtemp_NoB_point,maxtemp_NoB_lower,maxtemp_NoB_upper,tolerance_point,tolerance_lower,tolerance_upper,tolerance_NoB_point,tolerance_NoB_lower,tolerance_NoB_upper,tolerance_Tpref_point,tolerance_Tpref_lower,tolerance_Tpref_upper,numhours_point,numhours_lower,numhours_upper,numhours_NoB_point,numhours_NoB_lower,numhours_NoB_upper,streak_point,streak_lower,streak_upper,streak_NoB_point,streak_NoB_lower,streak_NoB_upper,streak_days_point,streak_days_lower,streak_days_upper,streak_days_nob_point,streak_days_nob_lower,streak_days_nob_upper,AdultLifespan,maxtemp_point2,maxtemp_lower2,maxtemp_upper2,maxtemp_NoB_point2,maxtemp_NoB_lower2,maxtemp_NoB_upper2,tolerance_point2,tolerance_lower2,tolerance_upper2,tolerance_NoB_point2,tolerance_NoB_lower2,tolerance_NoB_upper2,tolerance_Tpref_point2,tolerance_Tpref_lower2,tolerance_Tpref_upper2,numhours_point2,numhours_lower2,numhours_upper2,numhours_NoB_point2,numhours_NoB_lower2,numhours_NoB_upper2,streak_point2,streak_lower2,streak_upper2,streak_NoB_point2,streak_NoB_lower2,streak_NoB_upper2,streak_days_point2,streak_days_lower2,streak_days_upper2,streak_days_nob_point2,streak_days_nob_lower2,streak_days_nob_upper2,elevation,ScaledTSM,BIOME
Aedes_albopictus,MDR,34.94,-79.78,"36.6495041","36.6495041","36.6495041","38.56536224","38.56536224","38.5653626","2.950495901","1.250495901","5.250495901","1.034637763","-0.665362237","3.334637401","2.950495901","1.250495901","5.250495901","0","0","0","0","1","0",,,,,"1",,,,,,"1",,AdultLifespan,"36.6495041","36.6495041","36.6495041","38.56536224","38.56536224","38.56536224","-5.249504099","-7.149504099","-2.649504099","-7.165362237","-9.065362237","-4.565362237","-5.249504099","-7.149504099","-2.649504099","334","726","67","583","967","223","10","13","7","11","13","8","10","38","4","16","46","8","65.7","0.367106517848812",4.00000000000
Aedes_albopictus,MDR,34.22,-77.95,"32.77878014","32.77878014","34.29277462","34.29289437","34.29289437","34.29277462","6.821219865","5.121219865","7.607225385","5.307105631","3.607105631","7.607225385","6.821219865","5.121219865","9.121219865","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"32.77878014","32.77878014","32.77878014","34.29289437","34.29289437","34.29289437","-1.378780135","-3.278780135","1.221219865","-2.892894369","-4.792894369","-0.292894369","-1.378780135","-3.278780135","1.221219865","55","253","0","147","470","2","6","10",,"8","11","2","4","10",,"7","11","1","0.3","0.55314853383167",5.00000000000
Aedes_albopictus,MDR,32.02,34.91,"38.26386679","38.26386679","38.26386679","41.78048822","41.78048822","41.78048822","1.336133206","-0.363866794","3.636133206","-2.180488216","-3.880488216","0.119511781","1.336133206","-0.363866794","3.636133206","0","3","0","15","62","0",,"3",,"5","6",,,"1",,"2","4",,AdultLifespan,"38.26386679","38.26386679","38.26386679","41.78048822","41.78048822","41.78048822","-6.863866794","-8.763866794","-4.263866794","-10.38048822","-12.28048822","-7.780488216","-6.863866794","-8.763866794","-4.263866794","499","886","126","893","1254","446","10","13","8","12","13","10","47","78","5","78","104","48","47","0.289513981388282",12.00000000000
Aedes_albopictus,MDR,33.79,35.54,"34.66080917","34.66080917","34.66080917","37.84168462","37.84168462","37.84168465","4.939190825","3.239190825","7.239190826","1.758315379","0.058315379","4.058315351","4.939190825","3.239190825","7.239190825","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"34.66080917","34.66080917","34.66080917","37.84168462","37.84168462","37.84168462","-3.260809175","-5.160809175","-0.660809175","-6.441684621","-8.341684621","-3.841684621","-3.260809175","-5.160809175","-0.660809175","260","629","15","642","982","266","9","12","4","12","12","8","10","55","3","84","95","11","420","0.462690914017817",12.00000000000
Aedes_albopictus,MDR,26.91,75.81,"44.27351943","44.27351943","44.27351943","46.07007463","46.07007463","46.07008373","-4.67351943","-6.37351943","-2.37351943","-6.470074631","-8.170074631","-4.170083734","-4.67351943","-6.37351943","-2.37351943","219","435","70","478","737","209","9","12","6","10","12","8","12","20","8","41","50","15",AdultLifespan,"44.27351943","44.27351943","44.27351943","46.07007463","46.07007463","46.07007463","-12.87351943","-14.77351943","-10.27351943","-14.67007463","-16.57007463","-12.07007463","-12.87351943","-14.77351943","-10.27351943","2134","2940","1248","2405","3225","1549","69","117","18","69","117","18","72","125","51","124","131","93","436","0.000666752250623075",2.00000000000
Aedes_albopictus,MDR,28.67,77.21,"44.28739164","44.28739164","44.28739164","47.06367721","47.06367721","47.06367721","-4.687391643","-6.387391643","-2.387391643","-7.463677214","-9.163677214","-5.163677206","-4.687391643","-6.387391643","-2.387391643","139","273","35","333","510","170","10","12","7","10","13","9","6","15","3","18","48","9",AdultLifespan,"44.28739164","44.28739164","44.28739164","47.06367721","47.06367721","47.06367721","-12.88739164","-14.78739164","-10.28739164","-15.66367721","-17.56367721","-13.06367721","-12.88739164","-14.78739164","-10.28739164","1857","2685","912","2156","2927","1297","67","91","24","67","91","24","100","101","48","100","188","75","234","0",1.00000000000
Aedes_albopictus,MDR,29.97,78.17,"40.42919627","40.42919627","40.42919626","44.82278736","44.82278736","44.82278723","-0.829196266","-2.529196266","1.470803741","-5.222787364","-6.922787364","-2.92278723","-0.829196266","-2.529196266","1.470803734","10","39","0","130","276","27","4","7",,"8","10","5","2","3",,"9","17","3",AdultLifespan,"40.42919627","40.42919627","40.42919627","44.82278736","44.82278736","44.82278736","-9.029196266","-10.92919627","-6.429196266","-13.42278736","-15.32278736","-10.82278736","-9.029196266","-10.92919627","-6.429196266","1079","1911","427","1642","2315","944","16","21","12","16","21","14","49","84","27","75","97","49","314","0.185439843324022",1.00000000000
Aedes_albopictus,MDR,29.08,79.52,"38.03886453","38.03886453","38.03886453","40.83509095","40.83509095","40.83509098","1.561135472","-0.138864528","3.861135472","-1.235090953","-2.935090953","1.064909016","1.561135472","-0.138864528","3.861135472","0","2","0","6","40","0",,"1",,"2","5",,,"2",,"2","4",,AdultLifespan,"38.03886453","38.03886453","38.03886453","40.83509095","40.83509095","40.83509095","-6.638864528","-8.538864528","-4.038864528","-9.435090953","-11.33509095","-6.835090953","-6.638864528","-8.538864528","-4.038864528","640","1277","200","1016","1649","429","14","17","10","14","17","11","46","53","10","53","101","36","267","0.300328463525648",7.00000000000
Aedes_albopictus,MDR,27.05,86.03,"35.73338225","35.73338225","35.73338225","37.5648393","37.5648393","37.56484018","3.866617749","2.166617749","6.166617748","2.035160696","0.335160696","4.335159824","3.866617749","2.166617749","6.166617749","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.73338225","35.73338225","35.73338225","37.5648393","37.5648393","37.5648393","-4.333382251","-6.233382251","-1.733382251","-6.164839304","-8.064839304","-3.564839304","-4.333382251","-6.233382251","-1.733382251","247","802","30","544","1193","123","10","13","5","11","13","7","8","14","7","11","18","7","379","0.411138889331002",1.00000000000
Aedes_albopictus,MDR,26.86,89.39,"32.58902715","31.3993593","34.35534948","34.51007316","34.51007316","34.51008177","7.010972854","6.500640698","7.544650522","5.089926844","3.389926844","7.389918235","8.542568179","6.842568179","10.5006407","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"31.05743182","31.05743182","31.05743182","34.51007316","34.51007316","34.51007316","0.342568179","-1.557431821","2.942568179","-3.110073156","-5.010073156","-0.510073156","0.342568179","-1.557431821","2.942568179","0","26","0","66","347","3",,"5",,"6","10","3",,"2",,"5","10","1","288","0.635883214352343",1.00000000000
Aedes_albopictus,MDR,26.18,91.75,"36.78258078","36.78258078","36.78258078","38.71716","38.71716","38.71716165","2.817419218","1.117419218","5.117419218","0.882840001","-0.817160001","3.182838355","2.817419218","1.117419218","5.117419218","0","0","0","0","2","0",,,,,"2",,,,,,"1",,AdultLifespan,"36.78258078","36.78258078","36.78258078","38.71716","38.71716","38.71716","-5.382580782","-7.282580782","-2.782580782","-7.317160001","-9.217159999","-4.717159999","-5.382580782","-7.282580782","-2.782580782","442","1219","44","738","1584","157","13","15","7","13","15","7","11","29","6","18","29","6","57","0.360710335993456",1.00000000000
Aedes_albopictus,MDR,26.49,92.59,"36.79735515","36.79735515","36.79735515","39.59226818","39.59226818","39.59226944","2.802644849","1.102644849","5.102644848","0.007731822","-1.692268178","2.307730563","2.802644849","1.102644849","5.102644849","0","0","0","0","8","0",,,,,"3",,,,,,"2",,AdultLifespan,"36.79735515","36.79735515","36.79735515","39.59226818","39.59226818","39.59226818","-5.397355151","-7.297355151","-2.797355151","-8.192268178","-10.09226818","-5.592268178","-5.397355151","-7.297355151","-2.797355151","666","1579","107","1047","1980","293","15","20","9","15","21","11","17","37","5","21","68","9","63","0.360000222480015",1.00000000000
Aedes_albopictus,MDR,26.94,93.73,"35.41128195","35.41128195","35.41128195","37.5835664","37.5835664","37.58356778","4.188718054","2.488718054","6.488718053","2.016433597","0.316433597","4.31643222","4.188718054","2.488718054","6.488718054","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.41128195","35.41128195","35.41128195","37.5835664","37.5835664","37.5835664","-4.011281946","-5.911281946","-1.411281946","-6.183566403","-8.083566403","-3.583566403","-4.011281946","-5.911281946","-1.411281946","345","895","27","629","1329","158","12","18","7","13","19","8","6","21","2","13","34","4","85","0.426620280060029",1.00000000000
Aedes_albopictus,MDR,27.24,94.11,"35.8844961","35.8844961","35.88449305","38.68644062","38.68644062","38.68644196","3.715503895","2.015503895","6.015506949","0.913559376","-0.786440624","3.213558045","3.715503895","2.015503895","6.015503895","0","0","0","0","3","0",,,,,"2",,,,,,"1",,AdultLifespan,"35.8844961","35.8844961","35.8844961","38.68644062","38.68644062","38.68644062","-4.484496105","-6.384496105","-1.884496105","-7.286440624","-9.186440624","-4.686440624","-4.484496105","-6.384496105","-1.884496105","502","1123","81","797","1530","272","14","19","8","14","19","11","9","29","3","18","34","5","94","0.403875771035156",1.00000000000
Aedes_albopictus,MDR,27.39,95.62,"35.33879836","35.33879836","35.33879836","37.84798566","37.84798566","37.8479879","4.261201639","2.561201639","6.561201638","1.752014339","0.052014339","4.0520121","4.261201639","2.561201639","6.561201639","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.33879836","35.33879836","35.33879836","37.84798566","37.84798566","37.84798566","-3.938798361","-5.838798361","-1.338798361","-6.447985661","-8.347985661","-3.847985661","-3.938798361","-5.838798361","-1.338798361","349","863","39","685","1342","210","12","16","8","13","18","9","12","26","3","15","27","5","163","0.430104122463797",1.00000000000
Aedes_albopictus,MDR,29.78097984,102.9118365,"31.24365152","31.2436447","31.24365161","31.24365152","31.2436447","31.24365161","8.356348482","6.6563553","10.65634839","8.356348482","6.6563553","10.65634839","10.01976889","8.664290536","10.6563553","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"29.23570946","29.23570946","29.23570946","30.89946142","30.89946142","30.89946142","2.164290536","0.264290536","4.764290536","0.500538584","-1.399461416","3.100538584","2.164290536","0.264290536","4.764290536","0","0","0","0","7","0",,,,,"6",,,,,,"2",,"1784.2","0.723442260931084",5.00000000000
Aedes_albopictus,MDR,29.6,103.48,"34.57576899","34.57576899","34.57576899","37.45407099","37.45407099","37.45407352","5.02423101","3.32423101","7.324231012","2.145929012","0.445929012","4.445926475","5.02423101","3.32423101","7.32423101","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"34.57576899","34.57576899","34.57576899","37.45407099","37.45407099","37.45407099","-3.17576899","-5.07576899","-0.57576899","-6.054070988","-7.954070988","-3.454070988","-3.17576899","-5.07576899","-0.57576899","66","204","2","187","382","37","9","13","2","12","13","7","4","12","1","11","35","4","441","0.466778275349728",4.00000000000
Aedes_albopictus,MDR,30.67,104.07,"36.22931185","36.22931185","36.22931185","37.94715245","37.94715245","37.94715404","3.370688147","1.670688147","5.670688147","1.652847547","-0.047152453","3.952845958","3.370688147","1.670688147","5.670688147","0","0","0","0","1","0",,,,,"1",,,,,,"1",,AdultLifespan,"36.22931185","36.22931185","36.22931185","37.94715245","37.94715245","37.94715245","-4.829311853","-6.729311853","-2.229311853","-6.547152453","-8.447152453","-3.947152453","-4.829311853","-6.729311853","-2.229311853","242","557","39","417","748","156","11","13","5","12","13","8","20","33","3","33","48","9","501","0.387302587956953",4.00000000000
Aedes_albopictus,MDR,32.15582816,105.9652129,"34.36174153","34.36174153","34.39809171","36.24779371","36.24779371","36.24779368","5.23825847","3.53825847","7.501908289","3.352206292","1.652206292","5.652206319","5.23825847","3.53825847","7.53825847","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"34.36174153","34.36174153","34.36174153","36.24779371","36.24779371","36.24779371","-2.96174153","-4.86174153","-0.36174153","-4.847793708","-6.747793708","-2.247793708","-2.96174153","-4.86174153","-0.36174153","113","268","3","231","439","56","10","12","2","10","12","5","8","10","2","10","24","6","863.6","0.477065265717531",4.00000000000
Aedes_albopictus,MDR,33.90892119,106.2960934,"37.23658102","37.23658102","37.23658102","39.73163197","39.73163197","39.73163289","2.363418984","0.663418984","4.663418983","-0.131631973","-1.831631973","2.168367111","2.363418984","0.663418984","4.663418984","0","0","0","1","5","0",,,,"1","5",,,,,"1","1",,AdultLifespan,"37.23658102","37.23658102","37.23658102","39.73163197","39.73163197","39.73163197","-5.836581016","-7.736581016","-3.236581016","-8.331631973","-10.23163197","-5.731631973","-5.836581016","-7.736581016","-3.236581016","97","238","11","233","447","53","8","11","5","10","12","7","9","9","3","9","11","4","1009.4","0.338889322773292",4.00000000000
Aedes_albopictus,MDR,25.41,107.89,"34.63343469","34.63343469","34.63343469","38.02947107","38.02947107","38.02947316","4.966565309","3.266565309","7.266565308","1.570528929","-0.129471071","3.870526841","4.966565309","3.266565309","7.266565309","0","0","0","0","1","0",,,,,"1",,,,,,"1",,AdultLifespan,"34.63343469","34.63343469","34.63343469","38.02947107","38.02947107","38.02947107","-3.233434691","-5.133434691","-0.633434691","-6.629471071","-8.529471071","-4.029471071","-3.233434691","-5.133434691","-0.633434691","106","347","7","312","626","77","8","13","2","10","13","8","12","18","2","18","21","12","415","0.464006637959182",1.00000000000
Aedes_albopictus,MDR,27.24,108.92,"37.25532452","37.25532452","37.25532451","40.27227096","40.27227096","40.27227172","2.344675485","0.644675485","4.644675485","-0.672270959","-2.372270959","1.627728277","2.344675485","0.644675485","4.644675485","0","0","0","5","19","0",,,,"2","5",,,,,"2","3",,AdultLifespan,"37.25532452","37.25532452","37.25532452","40.27227096","40.27227096","40.27227096","-5.855324515","-7.755324515","-3.255324515","-8.872270959","-10.77227096","-6.272270959","-5.855324515","-7.755324515","-3.255324515","246","507","71","405","692","176","12","13","6","12","14","9","19","21","8","21","31","18","380","0.337988437467864",1.00000000000
Aedes_albopictus,MDR,34.90318057,109.355353,"42.2771376","42.2771376","42.2771376","44.1285594","44.1285594","44.1285594","-2.677137601","-4.377137601","-0.377137601","-4.528559404","-6.228559404","-2.228559403","-2.677137601","-4.377137601","-0.377137601","58","131","2","153","279","58","5","11","2","10","11","5","7","8","1","7","9","5",AdultLifespan,"42.2771376","42.2771376","42.2771376","44.1285594","44.1285594","44.1285594","-10.8771376","-12.7771376","-8.277137601","-12.7285594","-14.6285594","-10.1285594","-10.8771376","-12.7771376","-8.277137601","814","1158","477","966","1313","619","23","142","15","22","142","16","21","21","11","21","26","11","479.4","0.0966206109548566",4.00000000000
Aedes_albopictus,MDR,25.28,110.28,"35.64620389","35.64620389","35.64620389","38.3066345","38.3066345","38.30663685","3.953796108","2.253796108","6.253796108","1.293365501","-0.406634499","3.593363151","3.953796108","2.253796108","6.253796108","0","0","0","0","3","0",,,,,"2",,,,,,"1",,AdultLifespan,"35.64620389","35.64620389","35.64620389","38.3066345","38.3066345","38.3066345","-4.246203892","-6.146203892","-1.646203892","-6.906634499","-8.806634499","-4.306634499","-4.246203892","-6.146203892","-1.646203892","249","642","36","448","842","137","10","13","5","10","14","8","19","21","5","19","32","10","154","0.415329019603603",1.00000000000
Aedes_albopictus,MDR,33.03,112.58,"36.38598284","36.38598284","36.38598216","38.06274516","38.06274516","38.06274516","3.214017162","1.514017162","5.514017839","1.537254844","-0.162745156","3.837254841","3.214017162","1.514017162","5.514017162","0","0","0","0","4","0",,,,,"3",,,,,,"2",,AdultLifespan,"36.38598284","36.38598284","36.38598284","38.06274516","38.06274516","38.06274516","-4.985982838","-6.885982838","-2.385982838","-6.662745156","-8.562745156","-4.062745156","-4.985982838","-6.885982838","-2.385982838","380","725","94","526","874","197","12","17","5","12","18","8","11","20","6","11","43","7","127","0.379772372378031",4.00000000000
Aedes_albopictus,MDR,34.77,113.65,"38.39236621","38.39236621","38.39236621","41.77110688","41.77110688","41.77110688","1.207633787","-0.492366213","3.507633787","-2.171106876","-3.871106876","0.128893118","1.207633787","-0.492366213","3.507633787","0","8","0","26","77","0",,"5",,"4","8",,,"1",,"3","4",,AdultLifespan,"38.39236621","38.39236621","38.39236621","41.77110688","41.77110688","41.77110688","-6.992366213","-8.892366213","-4.392366213","-10.37110688","-12.27110688","-7.771106876","-6.992366213","-8.892366213","-4.392366213","567","930","210","725","1077","393","15","22","10","15","22","12","11","20","8","15","27","10","109","0.283337800605119",4.00000000000
Aedes_albopictus,MDR,30.57,114.28,"39.43770417","39.43770417","39.43770417","43.16214517","43.16214517","43.16214519","0.162295831","-1.537704169","2.462295831","-3.562145174","-5.262145174","-1.262145189","0.162295831","-1.537704169","2.462295831","0","22","0","32","48","11",,"5",,"7","8","3",,"6",,"6","8","4",AdultLifespan,"39.43770417","39.43770417","39.43770417","43.16214517","43.16214517","43.16214517","-8.037704169","-9.937704169","-5.437704169","-11.76214517","-13.66214517","-9.162145174","-8.037704169","-9.937704169","-5.437704169","472","907","182","625","1071","262","17","23","11","17","23","12","21","33","17","33","33","19","45","0.233094801484957",4.00000000000
Aedes_albopictus,MDR,26.07,119.3,"40.09549395","40.09549395","40.09549395","41.38967145","41.38967145","41.38967154","-0.495493953","-2.195493953","1.804506047","-1.789671447","-3.489671447","0.510328464","-0.495493953","-2.195493953","1.804506047","2","7","0","6","24","0","2","3",,"3","6",,"1","2",,"2","3",,AdultLifespan,"40.09549395","40.09549395","40.09549395","41.38967145","41.38967145","41.38967145","-8.695493953","-10.59549395","-6.095493953","-9.989671447","-11.88967145","-7.389671447","-8.695493953","-10.59549395","-6.095493953","551","857","206","683","1020","369","10","14","8","11","14","8","31","32","10","32","40","20","6","0.201478871584902",1.00000000000
Aedes_albopictus,MDR,30.28,120.12,"40.51355919","40.51355919","40.51355919","45.42208667","45.42208667","45.42208663","-0.913559189","-2.613559189","1.386440812","-5.822086673","-7.522086673","-3.522086632","-0.913559189","-2.613559189","1.386440811","15","51","0","68","143","26","5","8",,"8","8","5","5","9",,"10","18","6",AdultLifespan,"40.51355919","40.51355919","40.51355919","45.42208667","45.42208667","45.42208667","-9.113559189","-11.01355919","-6.513559189","-14.02208667","-15.92208667","-11.42208667","-9.113559189","-11.01355919","-6.513559189","694","1081","352","804","1219","463","20","46","13","20","46","14","29","57","21","32","57","21","9","0.181385033832283",4.00000000000
Aedes_albopictus,MDR,25,121.5,"35.97620426","35.97620426","35.97620059","39.25891039","39.25891039","39.25891199","3.623795738","1.923795738","5.923799409","0.341089611","-1.358910389","2.641088007","3.623795738","1.923795738","5.923795738","0","0","0","0","2","0",,,,,"2",,,,,,"1",,AdultLifespan,"35.97620426","35.97620426","35.97620426","39.25891039","39.25891039","39.25891039","-4.576204262","-6.476204262","-1.976204262","-7.858910389","-9.758910389","-5.258910389","-4.576204262","-6.476204262","-1.976204262","510","946","45","763","1226","284","9","13","7","10","14","8","30","41","3","39","74","17","16","0.399467921090537",1.00000000000
Aedes_albopictus,MDR,33.25,126.56,"35.27175014","35.27175014","35.27175014","36.74948709","36.74948709","36.74948721","4.328249858","2.628249858","6.628249858","2.850512912","1.150512912","5.150512786","4.328249858","2.628249858","6.628249858","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.27175014","35.27175014","35.27175014","36.74948709","36.74948709","36.74948709","-3.871750142","-5.771750142","-1.271750142","-5.349487088","-7.249487088","-2.749487088","-3.871750142","-5.771750142","-1.271750142","230","508","24","331","652","75","10","14","5","11","15","6","17","35","2","17","52","7","69","0.43332672008296",4.00000000000
Aedes_albopictus,MDR,26.2,127.7,"32.59941503","31.399628","34.39037495","35.43630574","35.43630574","35.4363057","7.000584965","6.500371995","7.509625051","4.163694258","2.463694258","6.463694296","8.587079676","6.887079676","10.500372","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"31.01292032","31.01292032","31.01292032","35.43630574","35.43630574","35.43630574","0.387079676","-1.512920324","2.987079676","-4.036305742","-5.936305742","-1.436305742","0.387079676","-1.512920324","2.987079676","0","489","0","144","914","8",,"16",,"9","18","2",,"54",,"9","72","3","40","0.638022609647206",1.00000000000
Aedes_albopictus,MDR,26.74,128.17,"32.59920788","31.39974628","34.35235309","34.96921553","34.96921553","34.96922027","7.000792117","6.500253722","7.547646908","4.630784472","2.930784472","6.93077973","8.412085976","6.712085976","10.50025372","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"31.18791402","31.18791402","31.18791402","34.96921553","34.96921553","34.96921553","0.212085976","-1.687914024","2.812085976","-3.569215528","-5.469215528","-0.969215528","0.212085976","-1.687914024","2.812085976","0","588","0","278","1096","11",,"17",,"10","19","4",,"58",,"13","75","3","17","0.629611733274959",1.00000000000
Aedes_albopictus,MDR,31.59,130.56,"36.91876998","36.91876998","36.91876998","37.93901806","37.93901806","37.93901852","2.681230023","0.981230023","4.981230023","1.660981938","-0.039018062","3.96098148","2.681230023","0.981230023","4.981230023","0","0","0","0","1","0",,,,,"1",,,,,,"1",,AdultLifespan,"36.91876998","36.91876998","36.91876998","37.93901806","37.93901806","37.93901806","-5.518769977","-7.418769977","-2.918769977","-6.539018062","-8.439018062","-3.939018062","-5.518769977","-7.418769977","-2.918769977","346","645","81","484","820","179","9","13","5","10","14","7","17","28","5","17","53","13","13","0.354164554731725",4.00000000000
Aedes_albopictus,MDR,34.8,134.98,"33.77631881","33.77595495","34.39991019","34.86450321","34.86450321","34.8645034","5.823681192","4.124045047","7.50008981","4.735496785","3.035496785","7.035496599","5.823681192","4.124045047","8.124045047","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"33.77595495","33.77631881","33.77631881","34.86450321","34.86450321","34.86450321","-2.375954953","-4.276318808","0.223681192","-3.464503215","-5.364503215","-0.864503215","-2.375954953","-4.276318808","0.223681192","108","388","0","228","531","16","7","17",,"8","17","3","7","16",,"12","21","3","40","0.505220442044844",4.00000000000
Aedes_albopictus,MDR,34.74,136.52,"35.42882061","35.42882061","35.42882061","36.13465934","36.13465934","36.13465948","4.171179385","2.471179385","6.471179385","3.465340659","1.765340659","5.765340523","4.171179385","2.471179385","6.471179385","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.42882061","35.42882061","35.42882061","36.13465934","36.13465934","36.13465934","-4.028820615","-5.928820615","-1.428820615","-4.734659341","-6.634659341","-2.134659341","-4.028820615","-5.928820615","-1.428820615","143","401","9","268","541","50","9","13","4","9","13","6","8","17","2","9","21","3","0","0.425777303560345",4.00000000000
Aedes_albopictus,MDR,37.66,-122.42,"41.26779959","41.26779959","41.26779959","45.86635548","45.86635548","45.86635546","-1.667799589","-3.367799589","0.632200412","-6.266355483","-7.966355483","-3.966355459","-1.667799589","-3.367799589","0.632200411","2","2","0","6","9","3","2","2",,"4","5","3","1","1",,"2","2","1",AdultLifespan,"41.26779959","41.26779959","41.26779959","45.86635548","45.86635548","45.86635548","-9.867799589","-11.76779959","-7.267799589","-14.46635548","-16.36635548","-11.86635548","-9.867799589","-11.76779959","-7.267799589","23","42","11","62","132","24","7","9","5","8","10","8","4","4","3","4","6","4","42.1","0.145133313002594",12.00000000000
Aedes_albopictus,MDR,37.09,-121.6,"34.08501579","34.08501579","34.39891747","37.83243116","37.83243116","37.83243139","5.514984208","3.814984208","7.501082525","1.767568841","0.067568841","4.067568605","5.514984208","3.814984208","7.814984208","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"34.08501579","34.08501579","34.08501579","37.83243116","37.83243116","37.83243116","-2.685015792","-4.585015792","-0.085015792","-6.432431159","-8.332431159","-3.832431159","-2.685015792","-4.585015792","-0.085015792","39","117","1","220","381","72","6","8","1","9","11","7","3","6","1","8","17","3","88","0.490365778657922",12.00000000000
Aedes_albopictus,MDR,40.09,-104.81,"36.9116798","36.9116798","36.9116798","41.27788525","41.27788525","41.27788526","2.688320197","0.988320197","4.988320197","-1.677885246","-3.377885246","0.622114735","2.688320197","0.988320197","4.988320197","0","0","0","13","30","0",,,,"4","7",,,,,"1","3",,AdultLifespan,"36.9116798","36.9116798","36.9116798","41.27788525","41.27788525","41.27788525","-5.511679803","-7.411679803","-2.911679803","-9.877885246","-11.77788525","-7.277885246","-5.511679803","-7.411679803","-2.911679803","238","466","65","419","626","205","10","11","7","11","12","9","11","19","5","19","19","9","1494","0.354505336011118",8.00000000000
Aedes_albopictus,MDR,35.42,-97.39,"38.72668567","38.72668567","38.72668567","41.477764","41.477764","41.477764","0.873314329","-0.826685671","3.173314329","-1.877764002","-3.577764002","0.422235996","0.873314329","-0.826685671","3.173314329","0","4","0","9","36","0",,"3",,"5","8",,,"2",,"3","5",,AdultLifespan,"38.72668567","38.72668567","38.72668567","41.477764","41.477764","41.477764","-7.326685671","-9.226685671","-4.726685671","-10.077764","-11.977764","-7.477764002","-7.326685671","-9.226685671","-4.726685671","429","780","129","628","998","269","13","15","9","13","16","10","25","27","7","27","52","22","380.1","0.2672691099604",8.00000000000
Aedes_albopictus,MDR,41.83,-96.72,"35.03804577","35.03804577","35.03804577","36.78791418","36.78791418","36.78791259","4.561954233","2.861954233","6.861954233","2.812085817","1.112085817","5.112087405","4.561954233","2.861954233","6.861954233","0","0","0","0","0","0",,,,,,,,,,,,,AdultLifespan,"35.03804577","35.03804577","35.03804577","36.78791418","36.78791418","36.78791418","-3.638045767","-5.538045767","-1.038045767","-5.387914183","-7.287914183","-2.787914183","-3.638045767","-5.538045767","-1.038045767","144","316","10","245","448","79","10","14","4","12","14","8","8","10","2","15","25","4","396.8","0.444559459351735",8.00000000000
Aedes_albopictus,MDR,39.1,-94.58,"36.62134775","36.62134775","36.62134775","39.1819852","39.1819852","39.1819853","2.978652247","1.278652247","5.278652247","0.418014797","-1.281985203","2.718014698","2.978652247","1.278652247","5.278652247","0","0","0","0","7","0",,,,,"5",,,,,,"3",,AdultLifespan,"36.62134775","36.62134775","36.62134775","39.1819852","39.1819852","39.1819852","-5.221347753","-7.121347753","-2.621347753","-7.781985203","-9.681985203","-5.181985203","-5.221347753","-7.121347753","-2.621347753","174","384","27","312","569","83","11","17","7","12","17","9","12","21","4","21","28","6","271.3","0.368459821112303",8.00000000000
Aedes_albopictus,MDR,37.98,-90.75,"37.72558314","37.72558314","37.72558314","40.6148311","40.6148311","40.61483121","1.87441686","0.17441686","4.17441686","-1.014831104","-2.714831104","1.285168787","1.87441686","0.17441686","4.17441686","0","0","0","4","20","0",,,,"3","6",,,,,"1","4",,AdultLifespan,"37.72558314","37.72558314","37.72558314","40.6148311","40.6148311","40.6148311","-6.32558314","-8.22558314","-3.72558314","-9.214831104","-11.1148311","-6.614831104","-6.32558314","-8.22558314","-3.72558314","177","395","39","356","601","106","11","15","7","12","16","9","10","21","6","21","23","9","286.7","0.315385982877453",4.00000000000
